State,Council,What's On?,Icon,Short description,Suitable for,Day,Time,Where?,Address,
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Wednesday,9:30am - 10:00am,Fairfield Library,"Fairfield Gardens Shopping Centre, 180 Fairfield Road, Fairfield, QLD 4103",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Thursday,11:15am - 11:45am,Grange Library,"79 Evelyn Street, Grange, QLD 4051",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Thursday,9:30am - 10:00am,Hamilton Library,"36 Racecourse Road, Ascot, QLD 4007",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Wednesday,2:00pm - 2:30pm,Holland Park Library,"81 Seville Road, Holland Park, QLD 4121",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Tuesday,2:00pm - 2:30pm,Inala Library,"Inala Civic Centre, Corsair Avenue, Inala, QLD 4077",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Monday,10:15am - 10:45am,Indooroopilly Library,"Indooroopilly Shopping Centre, Level 4/322 Moggill Rd, Indooroopilly QLD 4068",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Friday,9:30am - 10:00am,Kenmore Library,"9 Brookfield Rd, Kenmore QLD 4069",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Friday,11:00am - 11:30am,Mitchelton Library,"37 Heliopolis Parade, Mitchelton QLD 4053",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Friday,9:30am - 10:00am,Mt Gravatt Library,"8 Creek Rd, Mount Gravatt QLD 4122",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Wednesday,9:30am - 10:00am,Mt Ommaney Library,"Mt Ommaney Shopping Centre, 171 Dandenong Road, Mt Ommaney, QLD 4074",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Wednesday,11:00am - 11:30am,New Farm Library,"135 Sydney Street, New Farm, QLD 4005",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Thursday,9:30am - 10:00am,Nundah Library,"1 Bage Street (via Primrose Lane), Nundah, QLD 4012",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Friday,10:00am - 10:30am,Sandgate Library,"Town Hall, Seymour St, Sandgate QLD 4017",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Friday,9:30am - 10:00am,Stones Corner Library,"280 Logan Rd, Stones Corner QLD 4120",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping, and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Monday,10:30am - 11:00am,Sunnybank Hills Library,"Sunnybank Hills Shoppingtown, 661 Compton Rd, Sunnybank Hills QLD 4109",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Tuesday,11:15am - 11:45am,Toowong Library,"Toowong Village Shopping Centre, 9 Sherwood Road, Toowong, QLD 4066",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Wednesday,9:15am - 9:45am,West End Library,"178-180 Boundary Street, West End, QLD 4101",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Friday,9:15am - 9:45am,Wynnum Library,"145 Florence St, Wynnum QLD 4178",
QLD,Brisbane City Council,"Babies, Books and Rhymes",infant_session,"Meet other parents and babies for a fun session of singing, clapping and dancing. Learn songs and action rhymes to nurture your baby's pre-literacy.",0 - 1 years,Thursday,10:30am - 11:00am,Zillmere Library,"Corner Jennings Street and Zillmere Road, Zillmere, QLD 4034",
QLD,Brisbane City Council,Chatter Play,toddler_session,"This is a fun, play-based session offering a range of creative resources for children that support language and literacy development.",0 - 5 years,Thursday,1:30pm - 2:00pm,Inala Library,"Inala Civic Centre, Corsair Avenue, Inala, QLD 4077",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Friday,9:15am - 9:45am,West End Library,"178-180 Boundary Street, West End, QLD 4101",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Friday,9:30am - 10:00am,Nundah Library,"1 Bage Street (via Primrose Lane), Nundah, QLD 4012",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Friday,10:00am - 10:30am,Mitchelton Library,"37 Heliopolis Parade, Mitchelton QLD 4053",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Friday,10:00am - 10:30am,Coopers Plains Library,"107 Orange Grove Road, Coopers Plains, QLD 4108",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Friday,10:00am - 10:30am,Chermside Library,"375 Hamilton Road, Chermside, QLD 4032",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Friday,10:15am - 10:45am,Wynnum Library,"145 Florence St, Wynnum QLD 4178",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Friday,11:00am - 11:30am,Sandgate Library,"Town Hall, Seymour St, Sandgate QLD 4017",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Monday,9:15am - 9:45am,Annerley Library,"450 Ipswich Rd, Annerley QLD 4103",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Monday,9:30am - 10:00am,Indooroopilly Library,"Indooroopilly Shopping Centre, Level 4/322 Moggill Rd, Indooroopilly QLD 4068",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Monday,9:45am - 10:15am,Sunnybank Hills Library,"Sunnybank Hills Shoppingtown, 661 Compton Rd, Sunnybank Hills QLD 4109",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Monday,10:00am - 10:30am,Carindale Library,"Westfield Carindale, 1151 Creek Road (near Millennium Boulevard), Carindale",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Tuesday,9:30am - 10:00am,Bulimba Library,"219 Oxford Street, Bulimba",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Tuesday,10:00am - 10:30am,Carindale Library,"Westfield Carindale, 1151 Creek Road (near Millennium Boulevard), Carindale, QLD 4152",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Tuesday,10:15am - 10:45am,Everton Park Library,"573 South Pine Road, Everton Park (entry via 7 Gearside Street), QLD 4053",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Tuesday,10:30am - 11:00am,Mt Gravatt Library,"8 Creek Rd, Mount Gravatt QLD 4122",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Tuesday,10:30am - 11:00am,Brisbane Square Library,"266 George Street, Brisbane City, QLD 4000",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Tuesday,2:00pm - 2:30pm,Carina Library,"Cnr Mayfield Rd &, Nyrang St, Carina QLD 4152",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs that will help your child’s pre-literacy...",1 - 2 years,Wednesday,9:30am - 10:00am,Kenmore Library,"9 Brookfield Rd, Kenmore QLD 4069",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs that will help your child’s pre-literacy...",1 - 2 years,Wednesday,9:30am - 10:00am,New Farm Library,"135 Sydney Street, New Farm, QLD 4005",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Wednesday,10:00am - 10:30am,Bracken Ridge Library,"Bracken St &, Barrett St, Bracken Ridge QLD 4017",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Wednesday,10:30am - 11:00am,Mt Ommaney Library,"Mt Ommaney Shopping Centre, 171 Dandenong Road, Mt Ommaney, QLD 4074",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Wednesday,10:30am - 11:00am,Garden City Library,"Level R4 - Yellow Car Park Westfield Mount Gravatt Cnr Logan Road &, Kessels Rd, Upper Mount Gravatt QLD 4122",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Wednesday,10:30am - 11:00am,Fairfield Library,"Fairfield Gardens Shopping Centre, 180 Fairfield Road, Fairfield, QLD 4103",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Wednesday,11:00am - 11:30am,Toowong Library,"Toowong Village Shopping Centre, 9 Sherwood Road, Toowong, QLD 4066",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Thursday,9:15am - 9:45am,Corinda Library,"641 Oxley Rd, Corinda QLD 4075",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Thursday,9:30am - 10:00am,Stones Corner Library,"280 Logan Rd, Stones Corner QLD 4120",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Thursday,9:30am - 10:00am,Ashgrove Library,"87 Amarina Avenue, Ashgrove, QLD 4060",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Thursday,10:15am - 10:45am,Holland Park Library,"81 Seville Road, Holland Park, QLD 4121",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Thursday,10:30am - 11:00am,Banyo Library,"284 St Vincents Road, Banyo, QLD 4014",
QLD,Brisbane City Council,Toddler Time,toddler_session,"Meet other parents and toddlers for a fun session of singing, clapping and dancing. Learn action rhymes and songs which will help your child’s pre-literacy...",1 - 2 years,Thursday,10:30am - 11:00am,Grange Library,"79 Evelyn Street, Grange, QLD 4051",
QLD,Brisbane City Council,Children’s storytime (Cantonese),ESL,Experience the magic of storytime in Cantonese with your child at the library. This interactive session includes stories and songs for young children. Ideal for...,0 - 5 years,Friday,10:30am - 11:00am,Garden City Library,"Level R4 - Yellow Car Park Westfield Mount Gravatt Cnr Logan Road &, Kessels Rd, Upper Mount Gravatt QLD 4122",
QLD,Brisbane City Council,Children's storytime,books,"Experience the magic of storytime with your child at the library. This interactive session includes stories, songs and mark making activities for young children...",0 - 5 years,Friday,10:30am - 11:00am,Grange Library,"79 Evelyn Street, Grange, QLD 4051",
QLD,Brisbane City Council,Children's storytime,books,"Experience the magic of storytime with your child at the library. This interactive session includes stories, songs and mark making activities for young children...",0 - 5 years,Friday,10:30am - 11:00am,Carina Library,"Cnr Mayfield Rd &, Nyrang St, Carina QLD 4152",
QLD,Brisbane City Council,"Children's storytime in the park - Dorrington Park, Ashgrove",books,Experience the magic of storytime with your child during a First 5 Forever storytime session in the park at the Pop-up Library. This interactive session.,0 - 5 years,Friday,9:30am - 10:00am,Dorrington Park (Pop-up Library),"5 Mirrabooka Road, Ashgrove, QLD 4060",
QLD,Brisbane City Council,"Children's storytime in the park - Dorrington Park, Ashgrove",books,Experience the magic of storytime with your child during a First 5 Forever storytime session in the park at the Pop-up Library. This interactive session.,0 - 5 years,Friday,10:30am - 11:00am,Dorrington Park (Pop-up Library),"5 Mirrabooka Road, Ashgrove, QLD 4060",
QLD,Brisbane City Council,Children’s storytime (Mandarin),ESL,Experience the magic of storytime in Mandarin with your child at the library. This interactive session includes stories and songs for young children. Ideal for...,0 - 5 years,Friday,3:30pm - 4:30pm,Garden City Library,"Level R4 - Yellow Car Park Westfield Mount Gravatt Cnr Logan Road &, Kessels Rd, Upper Mount Gravatt QLD 4122",
QLD,Brisbane City Council,Children's storytime,books,"Experience the magic of storytime with your child at the library. This interactive session includes stories, songs and mark making activities for young children...",0 - 5 years,Saturday,9:30am - 10:00am,Sunnybank Hills Library,"Sunnybank Hills Shoppingtown, 661 Compton Rd, Sunnybank Hills QLD 4109",
QLD,Brisbane City Council,First 5 Forever Jarjum stories,ESL,"Share in Aboriginal and Torres Strait Islander stories, songs, rhymes and interactive play activities. Ideal for children aged five years and younger. ",0 - 5 years,Saturday,10:00am - 10:30am,Mt Ommaney Library,"Mt Ommaney Shopping Centre, 171 Dandenong Road, Mt Ommaney, QLD 4074",
QLD,Brisbane City Council,Children's storytime,toddler_session,"Experience the magic of storytime with your child at the library. This interactive session includes stories, songs and mark making activities for young children...",0 - 5 years,Sunday,10:30am - 11:00am,Garden City Library,"Level R4 - Yellow Car Park Westfield Mount Gravatt Cnr Logan Road &, Kessels Rd, Upper Mount Gravatt QLD 4122",
QLD,Brisbane City Council,"Children’s storytime in the park - 7th Brigade Park, Chermside",books,Experience the magic of storytime with your child during a First 5 Forever storytime session in the park at the Pop-up Library. ,0 - 5 years,Monday,9:30am - 10:00am,7th Brigade Park,"375 Hamilton Rd, Chermside QLD 4032",
QLD,Brisbane City Council,"Children’s storytime in the park - 7th Brigade Park, Chermside",books,Experience the magic of storytime with your child during a First 5 Forever storytime session in the park at the Pop-up Library. ,0 - 5 years,Monday,10:30am - 11:00am,7th Brigade Park,"375 Hamilton Rd, Chermside QLD 4032",
QLD,Brisbane City Council,Children's storytime,books,"Experience the magic of storytime with your child at the library. This interactive session includes stories, songs and mark making activities for young children...",0 - 5 years,Monday,10:30am - 11:00am,Ashgrove Library,"87 Amarina Avenue, Ashgrove, QLD 4060",
QLD,Brisbane City Council,Children's storytime,books,"Experience the magic of storytime with your child at the library. This interactive session includes stories, songs and mark making activities for young children...",0 - 5 years,Monday,11:00am - 11:30am,Annerley Library,"450 Ipswich Rd, Annerley QLD 4103",
QLD,Brisbane City Council,Children's storytime,books,"Experience the magic of storytime with your child at the library. This interactive session includes stories, songs and mark making activities for young children...",0 - 5 years,Monday,11:00am - 11:30am,Toowong Library,"Toowong Village Shopping Centre, 9 Sherwood Road, Toowong, QLD 4066",
QLD,Brisbane City Council,Children’s storytime (Arabic),ESL,Experience the magic of storytime in Arabic with your child at the library. This interactive session includes stories and songs for young children.,0 - 5 years,Monday,12:30pm - 1:00pm,Garden City Library,"Level R4 - Yellow Car Park Westfield Mount Gravatt Cnr Logan Road &, Kessels Rd, Upper Mount Gravatt QLD 4122",
QLD,Brisbane City Council,Children's storytime,books,"Experience the magic of storytime with your child at the library. This interactive session includes stories, songs and mark making activities for young children...",0 - 5 years,Tuesday,10:00am - 10:30am,Kenmore Library,"9 Brookfield Rd, Kenmore QLD 4069",
QLD,Brisbane City Council,Children's storytime (Korean),ESL,Experience the magic of storytime in Korean with your child at the library. This interactive session includes stories and songs for young children.,0 - 5 years,Tuesday,10:30am - 11:00am,Garden City Library,"Level R4 - Yellow Car Park Westfield Mount Gravatt Cnr Logan Road &, Kessels Rd, Upper Mount Gravatt QLD 4122",
QLD,Brisbane City Council,"Children’s storytime in the park - Wynnum Wading Pool Park, Wynnum",waves,Experience the magic of storytime with your child during a First 5 Forever storytime session in the park at the Pop-up Library. ,0 - 5 years,Wednesday,9:30am - 10:00am,Wynnum Wading Pool Park,"173 Wynnum Esplanade, Wynnum QLD 4178",
QLD,Brisbane City Council,Children's storytime,books,"Experience the magic of storytime with your child at the library. This interactive session includes stories, songs and mark making activities for young children...",0 - 5 years,Wednesday,10:00am - 10:30am,Mitchelton Library,"37 Heliopolis Parade, Mitchelton QLD 4053",
QLD,Brisbane City Council,"Children’s storytime in the park - Wynnum Wading Pool Park, Wynnum",waves,Experience the magic of storytime with your child during a First 5 Forever storytime session in the park at the Pop-up Library. ,0 - 5 years,Wednesday,10:30am - 11:00am,Wynnum Wading Pool Park,"173 Wynnum Esplanade, Wynnum QLD 4178",
QLD,Brisbane City Council,First 5 Forever Jarjum stories,books,"Share in Aboriginal and Torres Strait Islander stories, songs, rhymes and interactive play activities. Ideal for children aged five years and younger.",0 - 5 years,Wednesday,10:30am - 11:00am,Brisbane Square Library,"266 George Street, Brisbane City, QLD 4000",
QLD,Brisbane City Council,"Children’s storytime in the park - Pallara Park, Pallara",books,Experience the magic of storytime with your child during a First 5 Forever storytime session in the park at the Pop-up Library. ,0 - 5 years,Thursday,9:30am - 10:00am,Pallara Park,"131 Gooderham Road, Pallara QLD 4110",
QLD,Brisbane City Council,Children's storytime,books,"Experience the magic of storytime with your child at the library. This interactive session includes stories, songs and mark making activities for young children...",0 - 5 years,Thursday,10:00am - 10:30am,Indooroopilly Library,"Indooroopilly Shopping Centre, Level 4/322 Moggill Rd, Indooroopilly QLD 4068",
QLD,Brisbane City Council,"Children’s storytime in the park - Pallara Park, Pallara",books,Experience the magic of storytime with your child during a First 5 Forever storytime session in the park at the Pop-up Library. ,0 - 5 years,Thursday,10:30am - 11:00am,Pallara Park,"131 Gooderham Road, Pallara QLD 4110",
QLD,Brisbane City Council,Nature Play,books,Discover the joy of nature-based stories and experiences to try at home. Ideal for children aged 3-5 years. First 5 Forever is an initiative of the Queensland...,3 - 5 years,Thursday,11:00am - 11:30am,Holland Park Library,"81 Seville Rd, Holland Park QLD 4121",
QLD,Brisbane City Council,Family STEM Night,blocks,"Bring friends and family along for an afternoon of games and activities exploring science, technology, reading and art. Each month there will be a different activity to challenge your thinking and bring out your creative side in a fun environment. Ideal for all ages.",1 - 8 years,Thursday,4:00pm - 5:00pm,Chermside Library,"375 Hamilton Road, Chermside, QLD 4032",
QLD,Brisbane City Council,Family STEM Night,blocks,"Bring friends and family along for an afternoon of games and activities exploring science, technology, reading and art. Each month there will be a different activity to challenge your thinking and bring out your creative side in a fun environment. Ideal for all ages.",1 - 8 years,Thursday,5:00pm - 6:00pm,Sunnybank Hills Library,"Sunnybank Hills Shoppingtown, 661 Compton Rd, Sunnybank Hills QLD 4109",
QLD,Brisbane City Council,Family STEM Night,blocks,"Bring friends and family along for an afternoon of games and activities exploring science, technology, reading and art. Each month there will be a different activity to challenge your thinking and bring out your creative side in a fun environment. Ideal for all ages.",1 - 8 years,Saturday,1:30pm - 2:30pm,Brisbane Square Library,"266 George Street, Brisbane City, QLD 4000",
QLD,Townsville City Council,Auslan Storytime,no_hearing,"Townsville Citylibraries, in partnership with Deaf Connect, will deliver Auslan Storytimes for our local community. Auslan Storytimes are fun interactive storytelling sessions, aimed at supporting early literacy development in Auslan and written English. The Storytime sessions will be presented by a Deaf storyteller in Auslan, with an Auslan interpreter who reads a story out loud in English.  NOTE: this only runs on the second Saturday of the month.",0 - 5 years,Saturday,10:00am - 11:00am,Citylibraries Flinders Street,"Level 1/280 Flinders St, Townsville City QLD 4810",
QLD,Townsville City Council,Baby Rhyme Time,rhymetime,"Stimulate your child's brain development with nursery rhymes and fingerplays. Enjoy 30 minutes of play/chat followed by 20 minutes of songs, rhymes, and a story.",0 - 2 years,Tuesday,10:30am - 11:20am,Citylibraries Riverway,"20 Village Blvd, Thuringowa Central QLD 4817",Townsville
QLD,Townsville City Council,Baby Rhyme Time,rhymetime,"Stimulate your child's brain development with nursery rhymes and fingerplays. Enjoy 30 minutes of play/chat followed by 20 minutes of songs, rhymes, and a story.",0 - 2 years,Thursday,9:00am - 9:50am,Citylibraries Aitkenvale,"4 Petunia St, Aitkenvale QLD 4814",Townsville
QLD,Townsville City Council,Baby Stay and Play,rhymetime,A play-based session for parents and carers with children aged from birth to 18 months. Enjoy meeting other parents while your children explore the world around them.,0 - 1.5 years,Friday,9:00am - 10:00am,Citylibraries Riverway,"20 Village Blvd, Thuringowa Central QLD 4817",Townsville
QLD,Townsville City Council,Little Bang,blocks,"A hands-on STEAM program for children aged 3-5 years, where kids engage as little scientists with the support of parents and carers.",3 - 5 years,Saturday,10:30am - 11:30am,Citylibraries Riverway,"20 Village Blvd, Thuringowa Central QLD 4817",Townsville
QLD,Townsville City Council,Messy Play in the Park,books,"Increase your child's confidence through sensory and creative messy play. Enjoy outdoor play, talking, reading, and singing.  NOTE: this only runs Monday once a month (March - Nov)",0 - 5 years,Monday,9:00am - 11:00am,Bluewater Park Playground,"10 Forestry Road, Bluewater QLD 4818",Townsville
QLD,Townsville City Council,Songtime in the Park,books,"Share stories, songs, and rhymes while enjoying the park. This 30-minute session is a great way to boost language development and imagination.  NOTE this only runs Thursday once of month (March - Nov)",0 - 5 years,Thursday,8:30am - 11:00am,Oonoonba Park,"2A Shannon Street, Oonoonba QLD 4811",Townsville
QLD,Townsville City Council,Storytime,books,"A 60-minute session with stories, songs, and rhymes, encouraging a love for books and stimulating language development.",3 - 5 years,Saturday,8:30am - 9:30am,Citylibraries Riverway,"20 Village Blvd, Thuringowa Central QLD 4817",Townsville
QLD,Townsville City Council,Toddler Time,rhymetime,"Fun songs, dances, and a story to help develop your toddler’s concentration and early literacy skills.",2 - 3 years,Tuesday,9:00am - 9:50am,Citylibraries Riverway,"20 Village Blvd, Thuringowa Central QLD 4817",Townsville
QLD,Townsville City Council,Toddler Time,rhymetime,"Fun songs, dances, and a story to help develop your toddler’s concentration and early literacy skills.",2 - 3 years,Thursday,10:30am - 11:20am,Citylibraries Aitkenvale,"4 Petunia St, Aitkenvale QLD 4814",Townsville
QLD,Mackay Regional Council,Story Time,books,A fun and engaging session filled with stories for young children to develop early literacy skills.,0 - 5 years,Friday,9:30am - 10:00am,Dudley Denny City Library,"134 Victoria St, Mackay QLD 4740",Townsville
QLD,Mackay Regional Council,Baby Bounce,rhymetime,A session with rhymes and songs designed for babies to support early language development.,0 - 2 years,Friday,11:00am - 11:30am,Walkerston Library,"8 Creek St, Walkerston QLD 4751",Townsville
QLD,Mackay Regional Council,Baby Bounce,rhymetime,A session with rhymes and songs designed for babies to support early language development.,0 - 2 years,Monday,10:00am - 10:30am,Dudley Denny City Library,"134 Victoria St, Mackay QLD 4740",
QLD,Mackay Regional Council,Story Time,books,A fun and engaging session filled with stories for young children to develop early literacy skills.,0 - 5 years,Monday,9:30am - 10:00am,Mirani Library,"16 Victoria St, Mirani QLD 4754",Townsville
QLD,Mackay Regional Council,Story Time,books,A fun and engaging session filled with stories for young children to develop early literacy skills.,0 - 5 years,Monday,9:30am - 10:00am,Sarina Library,"65 Broad St, Sarina QLD 4737",Townsville
QLD,Mackay Regional Council,Dads ‘n’ Bubs Baby Bounce,infant_session,A baby bounce session with a focus on bonding for dads and their babies.,0- 1.5 years,Saturday,10:00am - 10:30am,Dudley Denny City Library,"134 Victoria St, Mackay QLD 4740",Townsville
QLD,Mackay Regional Council,Baby Bounce,rhymetime,A session with rhymes and songs designed for babies to support early language development.,0 - 2 years,Thursday,11:00am - 11:30am,Gordon White Library,"54 Phillip St, Mount Pleasant QLD 4740",
QLD,Mackay Regional Council,Baby Bounce,rhymetime,A session with rhymes and songs designed for babies to support early language development.,0 - 2 years,Tuesday,9:30am - 10:00am,Mirani Library,"16 Victoria St, Mirani QLD 4754",
QLD,Mackay Regional Council,Baby Bounce,rhymetime,A session with rhymes and songs designed for babies to support early language development.,0 - 2 years,Tuesday,9:30am - 10:00am,Sarina Library,"65 Broad St, Sarina QLD 4737",
QLD,Mackay Regional Council,Multiples Chatterplay,books,A play-based session designed for parents with multiple young children to support early literacy and play.,0 - 5 years,Tuesday,9:30am - 10:00am,Gordon White Library,"54 Phillip St, Mount Pleasant QLD 4740",
